"resource_id"	"resource_name"	"url"	"resource_type"	"description"	"project_id"	"test"
932	"HHalign-Kbest"	"http://bioserv.rpbs.univ-paris-diderot.fr/services/HHalign-Kbest/"	"Tool"	"Exploring sub-optimal alignments for remote homology comparative modeling"	1	"test"
933	"CG2AA"	"http://www.ic.fcen.uba.ar/cg2aa/cg2aa.py"	"Tool"	"Backmapping protein coarse-grained structures"	1	"test"
934	"TrypanoCyc"	"http://www.metexplore.fr/trypanocyc/"	"Tool"	"A community-led biochemical pathways database for Trypanosoma brucei"	1	"test"
935	"MetTailor"	"http://mettailor.sourceforge.net/"	"Tool"	"Dynamic block summary and intensity normalization for robust analysis of mass spectrometry data in metabolomics"	1	"test"
936	"MSAViewer"	"http://msa.biojs.net/"	"Tool"	"Interactive JavaScript visualization of multiple sequence alignments"	1	"test"
937	"Foldalign 2.5"	"http://rth.dk/resources/foldalign"	"Tool"	"Multithreaded implementation for pairwise structural RNA alignment"	1	"test"
938	"The chemical component dictionary"	"http://ftp.wwpdb.org/pub/pdb/data/monomers/aa-variants-v1.cif.gz"	"Tool"	"Complete descriptions of constituent molecules in experimentally determined 3D macromolecules in the Protein Data Bank"	1	"test"
939	"CoD"	"http://www.csgi.tau.ac.il/CoD/"	"Tool"	"Inferring immune-cell quantities related to disease states"	1	"test"
940	"ICT"	"https://github.com/jungreuc/isotope_correction_toolbox/"	"Tool"	"Isotope correction toolbox"	1	"test"
941	"FamAgg"	"http://www.bioconductor.org/packages/FamAgg"	"Tool"	"An R package to evaluate familial aggregation of traits in large pedigrees"	1	"test"
942	"DMAP"	"http://biochem.otago.ac.nz/research/databases-software/"	"Tool"	"Differential methylation analysis package for RRBS and WGBS data"	1	"test"
943	"GEO2Enrichr"	"http://amp.pharm.mssm.edu/g2e/"	"Tool"	"Browser extension and server app to extract gene sets from GEO and analyze them for biological functions"	1	"test"
944	"PanViz"	"https://bioconductor.org/packages/PanVizGenerator"	"Tool"	"Interactive visualization of the structure of functionally annotated pangenomes"	1	"test"
945	"Hyperscape"	"http://www.compsysbio.org/hyperscape"	"Tool"	"Visualization for complex biological networks"	1	"test"
946	"switchde"	"https://bioconductor.org/packages/switchde"	"Tool"	"Inference of switch-like differential expression along single-cell trajectories"	1	"test"
947	"BioProject and BioSample databases at NCBI"	"http://www.ncbi.nlm.nih.gov/bioproject"	"Tool"	"Facilitating capture and organization of metadata"	1	"test"
948	"MaGnET"	"http://malariagenomeexplorer.org"	"Tool"	"Malaria Genome Exploration Tool"	1	"test"
949	"TaxMan"	"http://www.ibi.vu.nl/programs/taxmanwww/"	"Tool"	"A server to trim rRNA reference databases and inspect taxonomic coverage"	1	"test"
950	"GeneScissors"	"http://csbio.unc.edu/genescissors/"	"Tool"	"A comprehensive approach to detecting and correcting spurious transcriptome inference owing to RNA-seq reads misalignment"	1	"test"
951	"InterRNA"	"http://mfrlab.org/grafss/nassam"	"Tool"	"A database of base interactions in RNA structures"	1	"test"
952	"linkcomm"	"http://cran.r-project.org/"	"Tool"	"An R package for the generation, visualization, and analysis of link communities in networks of arbitrary size and type"	1	"test"
953	"BLAST"	"http://blast.ncbi.nlm.nih.gov"	"Tool"	"A more efficient report with usability improvements"	1	"test"
954	"ASSIST"	"http://www.computationalbiology.it/software/ASSISTv1.zip"	"Tool"	"A fast versatile local structural comparison tool"	1	"test"
955	"Skyline"	"http://proteome.gs.washington.edu/software/skyline"	"Tool"	"An open source document editor for creating and analyzing targeted proteomics experiments"	1	"test"
956	"BioQ"	"http://bioq.saclab.net"	"Tool"	"Tracing experimental origins in public genomic databases using a novel data provenance model"	1	"test"
957	"DRAW+SneakPeek"	"http://wanglab.pcbi.upenn.edu/"	"Tool"	"Analysis workflow and quality metric management for DNA-seq experiments"	1	"test"
958	"VAGUE"	"http://www.vicbioinformatics.com/"	"Tool"	"A graphical user interface for the Velvet assembler"	1	"test"
959	"NMRe"	"http://psb.kobic.re.kr/nmre/"	"Tool"	"A web server for NMR protein structure refinement with high-quality structure validation scores"	1	"test"
960	"LoopIng"	"http://www.biocomputing.it/looping"	"Tool"	"A template-based tool for predicting the structure of protein loops"	1	"test"
961	"T-lex2"	"http://sourceforge.net/projects/tlex"	"Tool"	"Genotyping, frequency estimation and re-annotation of transposable elements using single or pooled next-generation sequencing data"	1	"test"
962	"MRE"	"http://www.cbrc.kaust.edu.sa/mre/"	"Tool"	"A web tool to suggest foreign enzymes for the biosynthesis pathway design with competing endogenous reactions in mind"	1	"test"
963	"MIToS.jl"	"http://mitos.leloir.org.ar"	"Tool"	"Mutual information tools for protein sequence analysis in the Julia language"	1	"test"
964	"AlmostSignificant"	"https://github.com/bartongroup/AlmostSignificant"	"Tool"	"Simplifying quality control of high-throughput sequencing data"	1	"test"
965	"jMetalCpp"	"http://khaos.uma.es/AutodockjMetal/"	"Tool"	"Optimizing molecular docking problems with a C++ metaheuristic framework"	1	"test"
966	"MetaQuery"	"http://metaquery.docpollard.org"	"Tool"	"A web server for rapid annotation and quantitative analysis of specific genes in the human gut microbiome"	1	"test"
967	"MSstats"	"http://www.bioconductor.org"	"Tool"	"An R package for statistical analysis of quantitative mass spectrometry-based proteomic experiments"	1	"test"
968	"GENIES"	"http://www.genome.jp/tools/genies/"	"Tool"	"Gene network inference engine based on supervised analysis"	1	"test"
969	"Hymenoptera Genome Database"	"http://HymenopteraGenome.org"	"Tool"	"Integrated community resources for insect species of the order Hymenoptera"	1	"test"
970	"BioXSD"	"http://www.bioxsd.org/BioXSD-1.0.xsd"	"Tool"	"The common data-exchange format for everyday bioinformatics web services"	1	"test"
971	"PREDDIMER"	"http://model.nmr.ru/preddimer/"	"Tool"	"A web server for prediction of transmembrane helical dimers"	1	"test"
972	"ViralZone"	"http://www.expasy.org/viralzone/"	"Tool"	"A knowledge resource to understand virus diversity"	1	"test"
973	"The European Bioinformatics Institute in 2016"	"http://www.ebi.ac.uk"	"Tool"	"Data growth and integration"	1	"test"
974	"BioVLAB-MMIA-NGS"	"http://epigenomics.snu.ac.kr/biovlab_mmia_ngs/"	"Tool"	"MicroRNA–mRNA integrated analysis using high-throughput sequencing data"	1	"test"
975	"omiRas"	"http://tools.genxpro.net/omiras/"	"Tool"	"A Web server for differential expression analysis of miRNAs derived from small RNA-Seq data"	1	"test"
976	"TarPmiR"	"http://hulab.ucf.edu/research/projects/miRNA/TarPmiR/"	"Tool"	"A new approach for microRNA target site prediction"	1	"test"
977	"Cancer RNA-Seq Nexus"	"http://syslab4.nchu.edu.tw/CRN"	"Tool"	"A database of phenotype-specific transcriptome profiling in cancer cells"	1	"test"
978	"iBeetle-Base"	"http://ibeetle-base.uni-goettingen.de"	"Tool"	"A database for RNAi phenotypes in the red flour beetle Tribolium castaneum"	1	"test"
979	"SNVer"	"http://snver.sourceforge.net/"	"Tool"	"A statistical tool for variant calling in analysis of pooled or individual next-generation sequencing data"	1	"test"
980	"Prokaryotic Virus Orthologous Groups (pVOGs)"	"http://dmk-brain.ecn.uiowa.edu/pVOGs"	"Tool"	"A resource for comparative genomics and protein family annotation"	1	"test"
981	"freeIbis"	"http://bioinf.eva.mpg.de/freeibis/"	"Tool"	"An efficient basecaller with calibrated quality scores for Illumina sequencers"	1	"test"
982	"SCOP2 prototype"	"http://scop.mrc-lmb.cam.ac.uk/scop/"	"Tool"	"A new approach to protein structure mining"	1	"test"
983	"The semantic measures library and toolkit"	"http://www.semantic-measures-library.org"	"Tool"	"Fast computation of semantic similarity and relatedness using biomedical ontologies"	1	"test"
984	"DIANA-LncBase"	"http://www.microrna.gr/LncBase"	"Tool"	"Experimentally verified and computationally predicted microRNA targets on long non-coding RNAs"	1	"test"
985	"AnnotQTL"	"http://annotqtl.genouest.org"	"Tool"	"A new tool to gather functional and comparative information on a genomic region"	1	"test"
986	"ICSNPathway"	"http://icsnpathway.psych.ac.cn/"	"Tool"	"Identify candidate causal SNPs and pathways from genome-wide association study by one analytical framework"	1	"test"
987	"g"	"http://biit.cs.ut.ee/gprofiler/"	"Tool"	"Profiler—a web server for functional interpretation of gene lists (2011 update)"	1	"test"
988	"JointSNVMix"	"http://compbio.bccrc.ca"	"Tool"	"A probabilistic model for accurate detection of somatic mutations in normal/tumour paired next-generation sequencing data"	1	"test"
989	"KOBAS 2.0"	"http://kobas.cbi.pku.edu.cn"	"Tool"	"A web server for annotation and identification of enriched pathways and diseases"	1	"test"
990	"CMDS"	"https://dsgweb.wustl.edu/qunyuan/software/cmds"	"Tool"	"A population-based method for identifying recurrent DNA copy number aberrations in cancer from high-resolution data"	1	"test"
991	"CAGExploreR"	"http://cran.r-project.org/web/packages/CAGExploreR"	"Tool"	"An R package for the analysis and visualization of promoter dynamics across multiple experiments"	1	"test"
992	"RepeatsDB"	"http://repeatsdb.bio.unipd.it/"	"Tool"	"A database of tandem repeat protein structures"	1	"test"
993	"Phylowood"	"https://github.com/mlandis/phylowood"	"Tool"	"Interactive web-based animations of biogeographic and phylogeographic histories"	1	"test"
994	"ComPPI"	"http://ComPPI.LinkGroup.hu"	"Tool"	"A cellular compartment-specific database for protein–protein interaction network analysis"	1	"test"
995	"rHAT"	"https://github.com/HIT-Bioinformatics/rHAT"	"Tool"	"Fast alignment of noisy long reads with regional hashing"	1	"test"
996	"GGRNA"	"http://GGRNA.dbcls.jp/"	"Tool"	"An ultrafast, transcript-oriented search engine for genes and transcripts"	1	"test"
997	"Chimira"	"http://www.ebi.ac.uk/research/enright/software/chimira"	"Tool"	"Analysis of small RNA sequencing data and microRNA modifications"	1	"test"
998	"DIANA-LncBase v2"	"http://www.microrna.gr/LncBase"	"Tool"	"Indexing microRNA targets on non-coding transcripts"	1	"test"
999	"IMP 2.0"	"http://imp.princeton.edu"	"Tool"	"A multi-species functional genomics portal for integration, visualization and prediction of protein functions and networks"	1	"test"
1000	"FlyAtlas"	"http://flyatlas.gla.ac.uk/"	"Tool"	"Database of gene expression in the tissues of Drosophila melanogaster"	1	"test"
1001	"GenomeRing"	"http://it.inf.uni-tuebingen.de/software/genomering/"	"Tool"	"Alignment visualization based on SuperGenome coordinates"	1	"test"
1002	"Sorad"	"http://research.ics.aalto.fi/csb/software/"	"Tool"	"A systems biology approach to predict and modulate dynamic signaling pathway response from phosphoproteome time-course measurements"	1	"test"
1003	"DP"	"http://d2p2.pro"	"Tool"	"Database of disordered protein predictions"	1	"test"
1004	"Exposome-Explorer"	"http://exposome-explorer.iarc.fr"	"Tool"	"A manually-curated database on biomarkers of exposure to dietary and environmental factors"	1	"test"
1005	"mod_bio"	"https://github.com/lindenb/mod_bio"	"Tool"	"Apache modules for Next-Generation sequencing data"	1	"test"
1006	"NFFinder"	"http://nffinder.cnb.csic.es"	"Tool"	"An online bioinformatics tool for searching similar transcriptomics experiments in the context of drug repositioning"	1	"test"
1007	"scrm"	"https://scrm.github.io"	"Tool"	"Efficiently simulating long sequences using the approximated coalescent with recombination"	1	"test"
1008	"ABRA"	"https://github.com/mozack/abra"	"Tool"	"Improved coding indel detection via assembly-based realignment"	1	"test"
1009	"The Network Library"	"https://github.com/gsummer"	"Tool"	"A framework to rapidly integrate network biology resources"	1	"test"
1010	"HemaExplorer"	"http://servers.binf.ku.dk/hemaexplorer"	"Tool"	"A database of mRNA expression profiles in normal and malignant haematopoiesis"	1	"test"
1011	"ecceTERA"	"http://mbb.univ-montp2.fr/MBB/download_sources/16__ecceTERA"	"Tool"	"Comprehensive gene tree-species tree reconciliation using parsimony"	1	"test"
1012	"Mendel"	"http://www.genetics.ucla.edu/software/mendel"	"Tool"	"The Swiss army knife of genetic analysis programs"	1	"test"
1013	"The Infobiotics Workbench"	"http://www.infobiotics.org/infobiotics-workbench/"	"Tool"	"An integrated in silico modelling platform for Systems and Synthetic Biology"	1	"test"
1014	"JSBML"	"http://sbml.org/Software/JSBML"	"Tool"	"A flexible Java library for working with SBML"	1	"test"
1015	"RazerS 3"	"http://www.seqan.de/projects/razers"	"Tool"	"Faster, fully sensitive read mapping"	1	"test"
1016	"MTide"	"http://bis.zju.edu.cn/MTide"	"Tool"	"An integrated tool for the identification of miRNA–target interaction in plants"	1	"test"
1017	"NetPathMiner"	"http://github.com/ahmohamed/NetPathMiner"	"Tool"	"R/Bioconductor package for network path mining through gene expression"	1	"test"
1018	"ABC"	"https://github.com/mlupien/ABC/"	"Tool"	"A tool to identify SNVs causing allele-specific transcription factor binding from ChIP-Seq experiments"	1	"test"
1019	"MeCorS"	"https://github.com/metagenomics/MeCorS"	"Tool"	"Metagenome-enabled error correction of single cell sequencing reads"	1	"test"
1020	"HiLive"	"https://gitlab.com/SimonHTausch/HiLive"	"Tool"	"Real-time mapping of illumina reads while sequencing"	1	"test"
1021	"The EBI Search engine"	"https://www.ebi.ac.uk"	"Tool"	"Providing search and retrieval functionality for biological data from EMBL-EBI"	1	"test"
1022	"TogoTable"	"http://togotable.dbcls.jp/"	"Tool"	"Cross-database annotation system using the Resource Description Framework (RDF) data model"	1	"test"
1023	"miniMDS"	"https://github.com/seqcode/miniMDS"	"Tool"	"3D structural inference from high-resolution Hi-C data"	1	"test"
1024	"FINEMAP"	"http://www.christianbenner.com"	"Tool"	"Efficient variable selection using summary data from genome-wide association studies"	1	"test"
1025	"PhylomeDB v4"	"http://phylomedb.org"	"Tool"	"Zooming into the plurality of evolutionary histories of a genome"	1	"test"
1026	"Ondex Web"	"http://ondex.rothamsted.ac.uk/OndexWeb"	"Tool"	"Web-based visualization and exploration of heterogeneous biological networks"	1	"test"
1027	"jHeatmap"	"http://jheatmap.github.io/jheatmap"	"Tool"	"An interactive heatmap viewer for the web"	1	"test"
1028	"hmChIP"	"http://jilab.biostat.jhsph.edu/database/cgi-bin/hmChIP.pl"	"Tool"	"A database and web server for exploring publicly available human and mouse ChIP-seq and ChIP-chip data"	1	"test"
1029	"SBRML"	"http://www.comp-sys-bio.org/SBRML"	"Tool"	"A markup language for associating systems biology data with models"	1	"test"
1030	"NGL Viewer"	"http://proteinformatics.charite.de/ngl"	"Tool"	"A web application for molecular visualization"	1	"test"
1031	"mtDNA-Server"	"https://mtdna-server.uibk.ac.at"	"Tool"	"Next-generation sequencing data analysis of human mitochondrial DNA in the cloud"	1	"test"
1032	"Unipro UGENE"	"http://ugene.unipro.ru/download.html"	"Tool"	"A unified bioinformatics toolkit"	1	"test"
1033	"ChIP-Enrich"	"http://chip-enrich.med.umich.edu"	"Tool"	"Gene set enrichment testing for ChIP-seq data"	1	"test"
1034	"BreakFusion"	"http://bioinformatics.mdanderson.org/main/BreakFusion"	"Tool"	"Targeted assembly-based identification of gene fusions in whole transcriptome paired-end sequencing data"	1	"test"
1035	"MeT-DB"	"http://compgenomics.utsa.edu/methylation/"	"Tool"	"A database of transcriptome methylation in mammalian cells"	1	"test"
1036	"RTK"	"https://github.com/hildebra/Rarefaction"	"Tool"	"Efficient rarefaction analysis of large datasets"	1	"test"
1037	"UQlust"	"https://github.com/uQlust"	"Tool"	"Combining profile hashing with linear-time ranking for efficient clustering and analysis of big macromolecular data"	1	"test"
1038	"TcoF-DB"	"http://cbrc.kaust.edu.sa/tcof/"	"Tool"	"Dragon database for human transcription co-factors and transcription factor interacting proteins"	1	"test"
1039	"Edlib"	"https://github.com/Martinsos/edlib"	"Tool"	"A C/C++ library for fast, exact sequence alignment using edit distance"	1	"test"
1040	"Bambus 2"	"http://amos.sf.net"	"Tool"	"Scaffolding metagenomes"	1	"test"
1041	"ELM"	"http://elm.eu.org/"	"Tool"	"The status of the 2010 eukaryotic linear motif resource"	1	"test"
1042	"NNDB"	"http://rna.urmc.rochester.edu/NNDB"	"Tool"	"The nearest neighbor parameter database for predicting stability of nucleic acid secondary structure"	1	"test"
